"GeneName","GeneID","Accession","RNAFeatureCount","ProteinFeatureCount","RNABaseMean","RNA_log2FC","RNA_pvalue","RNA_padj","ProteinAveExpr","Protein_log2FC","Protein_pvalue","Protein_padj","RNAEffect","ProteinEffect","RNAEvidence","ProteinEvidence","Evidence","NineQuadrant","NineCell","LabelScore"
"Arsb","ENSMUSG00000042082","P50429","1","1",2193.56943552705,0.00466962256112933,0.856975434675382,0.999163298615518,17.3688963169055,0.195116500021602,0.0408966603222802,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.38867568252862
"Wdfy1","ENSMUSG00000073643","E9Q4P1","1","1",293.394226404964,-0.0271750603717525,0.0334113801879692,0.616134898760592,14.4862729911338,-1.61912958231338,0.0663378746118306,0.999906683574988,"Stable","Down",FALSE,FALSE,"Neither","Protein-specific","RNA stable / Protein down",1.38856263833278
"Cx3cl1","ENSMUSG00000031778","O35188","1","1",15508.60937284,0.178798292325629,0.0104563087524574,0.384416807417266,16.2404460358856,0.224797748060823,0.106851655043688,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.38641637901227
"Dguok","ENSMUSG00000014554","Q9QX60","1","1",167.219350054707,-0.00831657629540943,0.693702146028365,0.999163298615518,17.9347144977992,-0.162708231396198,0.0412797452513519,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.38462651842036
"Nell2","ENSMUSG00000022454","Q61220","1","1",11238.8250130878,-0.00205063749577078,0.907975427793827,0.99955764995295,17.528669594335,0.240547005894303,0.0413826832022511,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.38337350632462
"Pzp","ENSMUSG00000030359","Q61838","1","1",0,NA,NA,NA,20.5680620506773,-0.367729737808205,0.0414497236495438,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.38247836059931
"Gldc","ENSMUSG00000024827","Q91W43","1","1",774.152975069973,-0.303653572159252,0.00170558873830716,0.149609756831779,18.824131954312,-0.107142539127771,0.279679897436577,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.37837883125085
"Twf2","ENSMUSG00000023277","Q9Z0P5","1","1",710.85267709295,0.0030430970679458,0.919168045353103,0.99955764995295,18.0978858207982,0.194750893743901,0.0420637882538859,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.37628377012671
"Rplp0","ENSMUSG00000067274","P14869","1","1",3386.0540838649,-0.30085532393148,0.000256270064238004,0.045793227034758,19.8646819332663,0.00829509922182581,0.920724679355249,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.37506896653891
"Me3","ENSMUSG00000030621","Q8BMF3","1","1",773.215660663209,0.015078447669055,0.526490207851208,0.999163298615518,19.5095928456,-0.220995091518848,0.0422183523549253,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.37486224669695
"Kit","ENSMUSG00000005672","P05532","1","1",692.463803648435,0.0271349062818572,0.323502792411822,0.999163298615518,17.5501089813235,0.340218193243647,0.0426674837688577,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.37026649494774
"Ufsp1","ENSMUSG00000051502","Q9CZP0","1","1",133.059568484518,-0.0136680001587104,0.436321916932277,0.999163298615518,10.8947615882455,-0.463331053648922,0.042719836560524,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.36973394441695
"Oga","ENSMUSG00000025220","Q9EQQ9","1","1",4984.50425069106,0.233452162300487,0.000215794855274967,0.0431821510688712,17.4840773199131,-0.00107630819379523,0.991749649049078,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.36829367212381
"Abcb10","ENSMUSG00000031974","Q9JI39","1","1",573.790446736563,-0.254137280838874,0.00526961038958113,0.272436323674811,14.5696814162711,0.241643715140675,0.157531697908506,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.3673670348846
"Mrpl51","ENSMUSG00000030335","Q9CPY1","1","1",681.798391070501,-0.0356064032194691,0.291959362542601,0.999163298615518,16.416660653059,-0.402437975418305,0.0432163325768218,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.36471561787219
"Birc6","ENSMUSG00000024073","O88738","1","1",1977.12378002682,0.221926826786484,0.00036288748143336,0.0609736020561505,18.4743708988428,-0.0355399860038226,0.708918122895533,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.36426206911737
"Arl8b","ENSMUSG00000030105","Q9CQW2","1","1",4427.22798570475,0.0334766177449778,0.344798698905053,0.999163298615518,20.5214155074214,0.122687931915827,0.0436434676274494,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.36044427738153
"Rpl26","ENSMUSG00000060938","P61255","1","1",3387.62670060291,-0.335880180424339,0.000231747424516632,0.0441078925582231,19.385592162332,-0.0014577302281964,0.992128454913425,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.35891578631734
"Trmu","ENSMUSG00000022386","Q9DAT5","1","1",153.447665871875,-0.023081088208618,0.308626742032995,0.999163298615518,15.265304620612,-0.216360834804025,0.0438446444410329,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.35844697438908
"Rpl3","ENSMUSG00000060036","P27659","1","1",8894.00732680335,-0.292474726252581,0.000566825601133131,0.0818453397633131,20.0056325625203,0.0447173447085731,0.537496299172182,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.35663056573327
"Gmds","ENSMUSG00000038372","Q8K0C9","1","1",151.295043587875,-0.00520186295733929,0.811320753107512,0.999163298615518,19.8617311041563,-0.229003169133968,0.0444141303577488,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.35284236398773
"Qsox1","ENSMUSG00000033684","Q8BND5","1","1",368.750348776027,0.018678016845457,0.520000363305646,0.999163298615518,18.5248047407893,0.229273967405152,0.0444887686207374,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.35211314157219
"Prcp","ENSMUSG00000061119","Q7TMR0","1","1",187.040746126602,0.0158693049183424,0.478892597308864,0.999163298615518,14.6910602170815,0.423541869977825,0.0445182647101025,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.35182529939077
"Strip2","ENSMUSG00000039629","Q8C9H6","1","1",1371.83533158313,0.00424284885683841,0.735281032737943,0.999163298615518,15.6187925342221,-0.482357079978129,0.0446263865474992,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.35077180398263
"Astn1","ENSMUSG00000026587","Q61137","1","1",5250.61951324349,0.0804641377971541,0.0758534750969168,0.825597514630258,17.971983814215,0.153772149819453,0.0541206007031466,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.34986901477422
"Smndc1","ENSMUSG00000025024","Q8BGT7","1","1",608.045122696334,0.0133775081733534,0.664770143829569,0.999163298615518,15.6650460105869,-0.336670816362826,0.0447225676853565,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.34983679687644
"Adam11","ENSMUSG00000020926","Q9R1V4","1","1",1968.3143381988,0.00212384234773758,0.922855036451431,0.99955764995295,17.1625177202808,0.207333503930652,0.0449524649243207,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.34743864185291
"Map1b","ENSMUSG00000052727","P14873","1","1",18964.248496685,0.126927101624994,0.0132300954684637,0.424686064537684,20.2372742192932,-0.142017638654551,0.10636457742374,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.34513497050089
"Ap2s1","ENSMUSG00000008036","P62743","1","1",1723.31404694435,-0.0182172280174316,0.562364212887108,0.999163298615518,21.0364736193652,-0.1177380832629,0.0453876577341958,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.34342575568469
"Nt5dc3","ENSMUSG00000054027","Q3UHB1","1","1",2698.77912474288,-0.0101970937735217,0.564098109651487,0.999163298615518,19.6490281786789,0.319386137692845,0.0454348296102566,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.34297462319724
"Rpl34","ENSMUSG00000062006","Q9D1R9","1","1",1539.22390028122,-0.273141245608812,0.000729816740083057,0.0902078656837143,19.004508212839,0.0511645050647935,0.503396723373813,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.34284520807279
"Abi3","ENSMUSG00000018381","Q8BYZ1","1","1",161.381049237983,-0.171076139417625,0.0121891941524738,0.414092222439154,13.0114429092243,0.446600013478122,0.111215072022688,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33673927899224
"Senp3","ENSMUSG00000005204","Q9EP97","1","1",1143.23521430791,0.0206428946132345,0.523297943795838,0.999163298615518,14.9850014153376,0.251939359183329,0.0461438801477209,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33624941621166
"Srp9","ENSMUSG00000026511","P49962","1","1",1177.17527905375,-0.0200601652324533,0.550789214398965,0.999163298615518,19.144365895864,0.283966684769467,0.0461745959632301,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33596042293021
"Rps12","ENSMUSG00000061983","P63323","1","1",1876.36869254642,-0.28056558894849,0.00363552967320509,0.226893034559497,20.8612796305406,0.0644395924189993,0.204620444328414,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33322981302377
"Mcfd2","ENSMUSG00000024150","Q8K5B2","1","1",1333.58811461906,-0.0253231998083197,0.402038886640927,0.999163298615518,15.3106743343637,0.355945871496576,0.0465115983311991,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33280226297176
"Sptbn1","ENSMUSG00000020315","Q62261","1","1",16684.2710655665,0.0865944011265246,0.0724997358947159,0.815144810543933,21.9094662933284,0.097126547985301,0.0570276941073599,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33267942054343
"Cse1l","ENSMUSG00000002718","Q9ERK4","1","1",1226.30998897302,0.265350564576274,0.000810437514063334,0.0967896305467368,20.5010731502925,0.0367948500204278,0.480466633199018,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33250793512068
"Sec61b","ENSMUSG00000053317","Q9CQS8","1","1",320.616180996212,-0.0816792113594959,0.0448907616042811,0.699011299747476,17.2235966298254,0.164535552513456,0.0665445790304091,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33240312168104
"Cstf2","ENSMUSG00000031256","Q8BIQ5","1","1",1374.95337135137,0.0358977930009919,0.293389514287466,0.999163298615518,15.9036715286615,-0.210718102955674,0.0467540949664566,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.33054387225657
"Apbb2","ENSMUSG00000029207","Q9DBR4","1","1",883.026243777916,0.213499425164231,0.00433082733210105,0.246984284076517,11.4243189952124,0.497317405192323,0.189633112708455,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.32941650679316
"Mtcl3","ENSMUSG00000038916","Q6NZL0","1","1",1185.26370089289,0.224047534368715,0.00138081314523423,0.130749435313217,18.0344097433346,0.059758829439172,0.35915844943995,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.3282740901537
"Cadm3","ENSMUSG00000005338","Q99N28","1","1",8872.77018450386,0.22866731095774,0.0064333941286,0.297490372806549,20.3712256861517,0.0936390925491324,0.158502303507955,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.32649150588385
"Scrn1","ENSMUSG00000019124","Q9CZC8","1","1",5078.02052987425,0.0292347643856107,0.341384215394633,0.999163298615518,21.0917119881397,-0.225870301104752,0.0473433580510617,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.32510446782627
"Cand1","ENSMUSG00000020114","Q6ZQ38","1","1",3041.11689100462,0.22657778904314,0.000605749105149846,0.0845964026263489,20.433992777459,-0.0442891164075974,0.559493689741287,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.32485291179291
"Ints1","ENSMUSG00000029547","Q6P4S8","1","1",1378.16003501264,0.12252404790662,0.0257139447310605,0.556150442785806,15.3499510941436,-0.299237960250903,0.0851576797781217,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.3245838926137
"Clrn2","ENSMUSG00000049530","B2RVW2","1","1",2.85855949914156,0.00168645638065561,0.687224698793822,0.999163298615518,12.017969134345,-0.378984356323102,0.0477722767656402,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.32118758720082
"Kpna1","ENSMUSG00000022905","Q60960","1","1",2985.663121408,0.149505224826428,0.0149108633487416,0.435865638475574,19.1135255961986,-0.0962077616789223,0.109679242971623,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.3205229230917
"Aldoc","ENSMUSG00000017390","P05063","1","1",15752.8969145164,-0.311012356367606,0.00243750516786844,0.188573466350167,23.4545390206332,0.0622834291677705,0.255519438759914,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.317095470791
"Rpl23","ENSMUSG00000071415","P62830","1","1",2535.22841819548,-0.188875863080262,0.00572368203881385,0.28528021706963,19.6711162986734,0.119495452471149,0.169269523750082,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.31614957142089
"Nat10","ENSMUSG00000027185","Q8K224","1","1",407.436349623529,0.00112654483810509,0.96974894376094,0.99955764995295,14.4590013847494,0.269123359519723,0.0484424549607358,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.3149660085363
"Idi1","ENSMUSG00000058258","P58044","1","1",886.40676131485,-0.0261255659741164,0.393860842255274,0.999163298615518,16.6235062937999,0.18692714081698,0.0484641634829768,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.31494280591103
"Ppip5k1","ENSMUSG00000033526","A2ARP1","1","1",1781.5785500464,0.23756139087735,0.00088729509188863,0.102048425354271,17.9130937491767,-0.0639482761745498,0.474529941529069,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.31493007181349
"Myo3b","ENSMUSG00000042064","Q1EG27","1","1",32.2690753800396,0.00361156653803205,0.660977801795104,0.999163298615518,15.4128582864899,0.383826688626002,0.048567208708193,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.31402038281196
"C1qc","ENSMUSG00000036896","Q02105","1","1",849.243125878344,-0.0271088085319965,0.280558563882273,0.999163298615518,16.9720893013975,0.173590554946678,0.0485800094936835,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.31390593155669
"Vamp3","ENSMUSG00000028955","P63024","1","1",648.159082746696,-0.23715183224904,0.0038538593908284,0.233478743432525,14.6012509945894,-0.240471903409979,0.20914954895275,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.31129572037249
"Sparcl1","ENSMUSG00000029309","P70663","1","1",30592.346286091,-0.0940293316736586,0.0519473492369288,0.733076509380312,19.0531881835197,0.156327437187176,0.0668619338686355,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.30967176308017
"Plekhm2","ENSMUSG00000028917","Q80TQ5","1","1",1689.35055164337,-0.217949033521345,0.00410312881795513,0.240812580088407,17.9436800994028,0.133877407911172,0.203661752146457,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.30941135342936
